Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
5,85,No,5,9
3,48,Yes,5,9
7,50,No,7,4
9,62,No,6,3
6,89,No,4,4
1,50,Yes,5,7
7,88,Yes,7,5
3,41,Yes,7,3
5,42,Yes,7,4
4,50,Yes,6,6
5,89,No,5,7
5,98,Yes,8,4
6,74,Yes,8,1
6,97,No,7,5
8,54,No,7,8
8,82,Yes,6,2
9,50,No,7,6
8,70,No,9,7
2,67,No,5,5
1,67,Yes,7,2
2,71,No,7,0
2,64,No,5,2
3,59,Yes,4,5
7,67,No,9,3
2,64,No,9,0
1,50,Yes,8,5
6,58,Yes,7,0
9,67,Yes,5,7
3,40,No,8,2
6,98,Yes,6,2
3,44,Yes,4,0
1,49,No,7,2
5,81,No,4,6
4,85,No,7,9
7,73,No,7,7
6,75,No,7,7
7,41,Yes,4,2
5,57,Yes,9,4
4,52,Yes,6,0
7,90,No,9,8
7,44,Yes,5,7
6,59,No,5,9
8,41,No,9,1
4,50,Yes,6,9
5,69,Yes,6,0
4,71,No,7,3
1,71,No,7,8
8,97,Yes,5,7
1,89,Yes,7,2
5,77,No,7,9
6,94,No,6,5
6,67,No,4,8
5,49,No,9,9
3,61,Yes,8,7
5,94,Yes,8,9
8,56,No,7,4
2,61,No,7,8
6,82,Yes,9,8
9,58,No,8,2
8,56,No,6,7
8,63,No,8,3
8,75,No,8,9
7,71,No,8,6
8,97,No,7,9
6,95,Yes,7,7
2,97,No,9,6
2,85,Yes,8,4
8,98,Yes,7,0
1,91,Yes,9,7
6,75,No,8,4
6,67,No,6,2
4,53,No,7,1
3,97,Yes,4,2
3,75,Yes,9,8
1,45,No,7,1
3,48,No,6,9
4,60,Yes,6,0
5,51,Yes,7,1
3,97,Yes,5,1
6,69,No,9,4
5,70,Yes,8,0
3,79,Yes,8,9
6,95,Yes,6,7
6,43,No,7,1
8,70,No,5,5
2,66,No,9,4
1,97,Yes,4,1
4,96,Yes,8,9
7,64,Yes,9,0
3,44,Yes,9,5
3,45,No,5,5
5,44,Yes,9,2
5,90,Yes,8,7
3,66,No,7,8
9,47,Yes,8,2
4,48,Yes,4,8
3,54,Yes,7,7
2,75,No,6,4
9,96,Yes,5,5
4,80,No,8,0
3,46,Yes,7,4
7,71,No,9,9
8,47,No,7,9
2,86,No,8,6
7,90,Yes,6,0
5,54,Yes,8,9
5,76,No,6,8
3,58,No,9,6
5,78,Yes,8,3
2,45,No,7,3
4,98,Yes,4,9
6,58,Yes,4,6
1,96,No,9,5
4,67,No,7,2
6,56,Yes,4,8
9,81,Yes,9,5
2,58,Yes,6,1
7,70,No,7,9
6,50,Yes,6,1
2,54,No,7,0
8,49,No,6,4
7,82,Yes,6,9
5,62,No,4,5
5,42,No,7,2
7,42,No,8,3
9,57,No,4,4
9,64,Yes,6,3
9,82,Yes,6,8
6,59,No,8,2
6,97,No,8,4
3,68,No,6,6
1,61,No,8,6
7,89,No,5,5
4,96,Yes,4,8
1,54,Yes,7,6
8,78,Yes,8,3
6,49,Yes,8,9
6,60,No,5,8
2,94,No,7,5
1,91,Yes,5,0
2,68,Yes,7,8
4,71,Yes,4,6
2,49,No,8,5
1,52,No,4,5
7,86,No,7,3
8,62,Yes,8,3
6,89,Yes,5,2
4,62,No,6,7
6,70,No,5,7
3,43,No,6,1
8,91,Yes,5,4
2,88,No,7,8
5,99,No,4,8
1,42,Yes,6,6
6,60,No,7,3
2,92,No,4,3
4,41,No,4,9
6,43,No,8,6
8,40,Yes,8,2
8,54,No,8,2
6,96,Yes,6,4
4,72,No,6,5
8,45,Yes,4,7
8,46,No,6,0
1,58,No,4,6
4,83,Yes,7,7
4,40,No,5,4
7,78,No,4,9
7,58,Yes,4,1
8,84,No,7,3
5,65,No,8,5
7,83,No,9,8
8,51,No,8,1
9,61,No,8,3
3,52,Yes,4,9
3,67,Yes,4,4
4,53,No,6,7
5,61,No,6,7
1,69,Yes,5,1
7,83,Yes,5,5
9,59,Yes,9,5
8,83,Yes,6,4
5,66,Yes,4,7
4,77,Yes,7,9
7,98,No,6,1
5,81,No,4,1
7,91,No,6,6
1,95,No,8,8
1,80,No,6,2
3,73,Yes,9,6
2,78,Yes,8,2
2,80,Yes,4,5
7,96,Yes,8,2
2,83,Yes,6,0
4,76,Yes,8,5
2,40,No,9,2
6,93,No,7,0
8,54,Yes,8,4
4,71,No,9,7
5,47,Yes,8,7
4,72,No,5,7
3,57,Yes,7,2
5,84,Yes,4,7
9,68,No,9,3
8,71,Yes,8,7
8,72,No,7,2
8,44,No,4,2
8,57,Yes,7,0
7,87,Yes,9,7
8,97,Yes,5,7
8,49,No,9,8
8,75,No,9,5
7,72,Yes,4,1
1,62,Yes,4,0
4,79,Yes,8,7
4,44,Yes,6,9
5,73,Yes,9,3
6,63,Yes,4,6
4,56,Yes,9,9
2,70,No,9,3
6,46,No,4,0
8,56,Yes,5,7
8,67,Yes,5,9
7,77,No,9,8
6,61,Yes,5,9
2,54,No,9,8
7,76,No,8,8
5,54,Yes,4,3
6,89,No,9,8
8,89,No,5,3
8,64,Yes,5,1
3,92,Yes,7,9
7,60,No,7,2
1,94,Yes,5,1
1,77,No,8,0
7,41,No,6,5
9,66,No,9,3
7,88,No,7,6
5,71,No,9,6
8,60,No,7,9
2,43,Yes,4,0
9,83,Yes,4,8
6,58,Yes,5,7
9,41,Yes,4,9
2,65,No,4,0
3,73,No,6,7
8,53,No,8,4
1,54,No,5,0
7,59,No,6,3
7,73,Yes,5,6
1,75,Yes,8,4
9,58,Yes,5,2
8,48,No,9,3
4,46,No,9,1
5,69,Yes,9,7
2,52,No,4,1
9,66,No,8,5
6,83,Yes,6,6
3,74,No,6,6
7,52,Yes,7,0
9,54,Yes,6,7
3,85,Yes,9,8
2,95,Yes,9,6
7,48,No,7,7
7,84,No,4,3
4,62,No,6,7
9,93,Yes,8,2
8,75,No,7,0
1,92,Yes,6,7
1,79,No,4,5
5,42,No,8,8
6,73,Yes,8,2
3,58,No,4,7
9,67,Yes,6,8
6,62,Yes,5,8
4,79,No,6,6
7,88,No,7,9
8,84,No,7,2
9,46,No,6,2
6,80,Yes,9,1
6,51,Yes,7,0
8,53,No,5,1
5,85,No,9,4
3,54,No,5,0
3,42,Yes,8,9
6,54,No,7,3
2,90,Yes,9,9
6,63,No,6,9
6,91,No,9,0
8,85,Yes,8,9
7,47,Yes,5,7
8,44,No,8,4
9,90,Yes,4,9
6,43,Yes,7,3
3,53,No,6,2
3,55,Yes,5,8
1,59,Yes,8,5
5,63,No,6,0
4,45,No,7,7
9,94,Yes,6,9
9,96,No,7,1
5,70,Yes,7,8
4,45,Yes,7,6
7,74,Yes,8,2
6,54,No,7,3
4,68,Yes,6,2
2,42,Yes,4,5
1,50,Yes,6,8
4,42,No,8,9
4,67,No,7,8
1,49,No,4,0
6,89,Yes,8,9
4,72,Yes,5,5
1,87,No,5,0
1,55,Yes,5,3
1,98,Yes,4,6
8,49,Yes,6,3
8,72,Yes,4,8
2,75,No,4,9
7,42,No,4,4
8,44,No,5,8
8,51,Yes,9,0
7,96,Yes,6,3
5,83,No,9,6
1,52,No,9,1
9,63,No,4,8
7,83,Yes,6,2
2,96,No,9,3
6,71,Yes,7,3
2,55,No,4,7
1,71,Yes,4,1
7,84,Yes,4,4
2,76,No,7,1
2,95,Yes,7,5
5,75,Yes,5,8
5,60,No,8,8
7,86,No,6,0
1,51,No,8,3
8,90,Yes,4,3
3,60,Yes,9,0
4,99,No,4,9
9,90,No,9,1
4,60,Yes,5,5
5,82,No,8,9
7,92,No,4,2
4,45,Yes,8,8
1,48,Yes,5,2
9,40,No,8,2
4,51,Yes,9,8
9,97,Yes,6,2
6,53,No,5,5
1,45,No,8,5
3,40,No,4,0
2,61,Yes,7,6
9,73,No,7,8
1,95,Yes,5,8
9,50,No,7,8
9,42,Yes,6,1
8,81,Yes,5,0
8,45,No,4,5
1,45,Yes,4,5
8,59,No,5,3
3,60,No,7,7
7,41,Yes,7,4
1,65,Yes,4,6
1,70,Yes,6,8
5,65,No,9,0
5,95,No,7,8
8,71,No,6,3
7,49,No,7,6
8,62,No,9,3
6,97,No,5,3
6,45,Yes,8,3
2,62,No,4,5
6,67,No,5,4
5,88,No,7,1
3,69,No,9,8
6,53,Yes,4,5
8,76,Yes,8,9
9,94,Yes,8,5
1,71,No,9,8
3,88,No,9,0
3,73,No,7,6
8,80,Yes,4,2
1,83,No,7,3
5,90,No,8,0
3,61,Yes,5,2
2,70,Yes,5,6
8,46,No,6,5
3,80,Yes,8,0
7,60,No,8,8
1,55,No,7,3
6,59,Yes,6,6
3,82,No,9,3
8,83,Yes,6,6
6,86,Yes,4,4
2,89,No,7,0
6,58,Yes,9,3
7,87,No,9,2
5,71,No,5,5
3,54,Yes,4,5
4,44,Yes,6,0
4,50,Yes,5,1
6,54,No,8,1
1,68,No,7,9
4,89,No,6,3
4,84,No,8,8
1,43,No,9,1
9,88,No,6,7
4,75,No,5,0
7,87,Yes,4,7
3,62,No,5,2
3,54,No,7,4
8,85,Yes,7,0
8,83,No,6,0
1,42,No,5,5
2,71,Yes,4,2
8,49,No,9,7
1,79,Yes,7,3
8,77,No,4,5
8,61,No,8,9
2,53,Yes,6,8
4,56,Yes,4,7
6,60,No,6,3
9,90,No,8,9
8,87,Yes,4,7
8,54,No,4,6
7,97,Yes,9,4
9,54,Yes,8,6
2,40,Yes,5,6
3,63,No,4,9
8,94,No,9,1
6,94,No,4,6
9,51,Yes,9,2
4,49,No,7,7
8,85,Yes,5,7
3,81,Yes,4,8
3,81,No,8,3
8,91,No,6,9
5,70,Yes,8,2
3,50,No,5,8
1,93,Yes,7,8
3,55,No,7,1
9,48,Yes,7,5
5,86,No,9,2
2,53,Yes,8,4
7,58,No,6,1
2,70,Yes,6,3
4,48,Yes,9,2
7,75,Yes,4,1
4,92,Yes,9,5
7,78,Yes,6,2
7,93,Yes,6,3
1,65,No,4,5
6,47,Yes,8,4
9,63,Yes,8,3
2,47,No,5,3
3,58,No,8,1
5,86,Yes,7,9
9,87,No,7,3
4,69,No,5,7
1,97,Yes,6,4
4,61,Yes,5,9
6,94,No,4,9
5,48,No,5,7
1,97,No,5,5
4,97,No,9,9
6,83,No,7,4
4,87,No,4,3
9,43,Yes,9,9
5,76,No,4,8
8,47,Yes,5,9
9,40,Yes,9,4
5,67,No,9,9
6,45,Yes,4,5
1,86,No,4,6
7,75,Yes,8,0
4,92,No,4,8
2,50,Yes,9,7
5,44,No,6,4
3,89,Yes,4,2
6,63,No,7,4
8,86,Yes,8,4
7,57,Yes,7,8
3,59,Yes,7,6
8,67,No,6,1
2,52,No,8,4
9,44,No,5,8
4,69,No,9,1
1,40,No,9,7
8,61,Yes,4,2
7,57,No,9,3
5,85,No,6,1
5,44,Yes,9,8
7,70,No,6,5
5,45,No,5,8
8,66,No,6,7
6,95,No,5,8
5,64,No,5,4
9,68,No,5,5
2,67,Yes,6,6
1,55,No,5,4
8,93,No,6,0
3,92,No,8,8
7,51,Yes,5,1
8,59,Yes,6,6
6,57,Yes,6,7
9,73,Yes,6,7
7,94,No,4,0
5,92,Yes,4,9
8,62,No,5,6
2,84,No,9,8
7,66,No,8,2
4,88,Yes,9,7
9,56,No,5,7
1,87,Yes,7,8
7,60,No,7,7
6,89,Yes,8,4
8,79,Yes,8,4
5,70,No,8,2
1,42,No,4,5
1,56,No,4,9
9,89,Yes,7,2
6,97,Yes,8,1
5,65,Yes,6,6
1,62,No,9,9
6,45,Yes,7,2
6,67,No,8,3
3,47,Yes,6,9
8,94,Yes,8,7
1,97,Yes,5,0
1,84,No,6,8
6,47,No,9,5
1,58,No,5,1
6,77,Yes,4,2
1,68,Yes,7,4
6,62,Yes,8,5
3,86,Yes,7,8
8,71,No,9,1
6,49,Yes,8,4
1,66,Yes,5,6
5,88,No,6,6
8,40,No,6,3
3,78,No,8,2
6,68,Yes,5,7
5,98,No,8,1
6,84,Yes,8,4
1,42,No,8,9
7,90,Yes,6,4
9,86,Yes,9,0
2,76,Yes,8,6
5,70,Yes,6,3
4,50,Yes,4,9
6,61,Yes,5,1
6,57,No,4,7
2,74,Yes,8,3
2,45,Yes,6,0
4,42,Yes,5,7
1,44,Yes,7,6
9,48,No,5,2
7,67,Yes,5,2
7,58,Yes,8,6
3,67,No,4,1
3,66,Yes,4,4
1,52,No,7,6
3,77,Yes,8,5
3,82,Yes,5,9
4,92,No,9,6
4,60,No,4,1
3,66,No,4,6
8,85,Yes,6,1
8,45,No,5,6
1,77,No,8,7
7,88,Yes,4,9
2,50,Yes,8,7
1,86,Yes,5,4
3,80,No,5,6
4,92,Yes,4,7
6,56,No,7,3
5,95,No,8,1
4,78,No,8,6
8,46,No,6,0
4,69,Yes,5,1
2,60,Yes,5,9
3,40,No,4,6
6,64,No,4,9
8,71,Yes,4,0
8,98,Yes,6,6
9,96,No,7,4
7,47,No,4,2
2,44,No,4,1
8,69,No,9,6
7,90,No,4,8
8,47,Yes,6,8
3,88,No,8,9
7,58,Yes,7,9
9,83,No,8,7
3,98,Yes,9,1
6,94,No,5,0
2,69,Yes,5,7
2,54,Yes,4,1
5,75,No,9,3
5,94,No,8,3
7,83,Yes,6,1
2,66,Yes,7,3
7,52,Yes,8,6
5,53,No,9,5
6,76,Yes,9,9
8,93,No,8,5
4,87,No,7,3
7,69,No,8,1
6,78,No,8,4
2,86,No,7,2
8,52,No,6,2
9,97,Yes,9,3
5,55,Yes,7,4
4,83,No,4,1
6,46,Yes,4,5
8,87,Yes,4,5
3,94,No,4,7
1,94,Yes,5,1
4,66,No,6,7
4,84,No,5,7
1,94,No,8,3
9,74,No,8,6
3,54,Yes,7,6
5,67,Yes,4,0
6,74,No,7,0
8,46,Yes,8,7
6,89,No,4,0
3,85,No,9,2
6,89,Yes,6,5
1,90,Yes,8,7
4,85,No,9,4
6,59,Yes,7,4
7,71,No,9,3
3,77,No,7,3
9,79,Yes,8,6
7,71,No,5,5
1,65,Yes,6,7
2,97,No,9,5
1,78,No,9,9
9,59,No,8,6
9,57,No,8,9
7,89,No,7,9
3,54,Yes,4,4
5,91,No,4,5
4,61,Yes,4,0
7,90,Yes,7,2
9,61,Yes,4,7
2,92,No,8,2
8,60,Yes,5,0
9,41,Yes,5,2
9,79,Yes,5,3
7,92,No,4,7
9,82,No,5,8
9,57,No,9,3
3,62,No,4,6
4,52,Yes,9,0
2,80,No,8,8
3,48,Yes,9,3
5,88,No,8,8
5,46,Yes,7,2
6,80,No,7,4
7,93,No,9,0
7,40,No,6,2
1,41,No,8,4
2,43,Yes,4,5
9,53,No,6,7
2,71,No,8,0
6,75,No,4,2
1,41,Yes,8,0
3,79,No,8,4
2,89,No,4,7
3,90,Yes,8,3
5,53,Yes,8,8
6,59,Yes,8,5
9,64,No,7,5
4,81,Yes,5,4
7,88,No,8,9
6,47,Yes,4,4
2,67,No,9,6
8,85,Yes,8,7
7,60,Yes,7,6
7,62,Yes,7,0
8,71,No,9,0
1,47,Yes,8,9
1,70,No,6,5
8,76,Yes,9,2
4,55,Yes,5,8
5,79,Yes,4,6
8,81,No,4,1
5,66,No,4,2
4,79,No,4,7
6,80,Yes,7,0
5,57,No,5,4
7,74,No,8,9
7,88,Yes,8,0
4,91,Yes,6,8
5,54,No,8,6
3,92,No,5,4
4,66,Yes,8,5
4,56,No,7,2
3,79,Yes,9,2
5,41,Yes,8,6
5,88,No,4,6
7,89,No,4,6
4,70,Yes,9,1
4,76,No,4,1
9,80,Yes,4,4
6,80,No,7,3
4,73,Yes,7,6
2,73,No,7,2
6,90,No,8,4
2,94,Yes,9,1
5,98,No,4,0
6,42,Yes,6,8
4,56,No,9,3
3,53,No,6,7
7,53,No,4,6
2,85,No,5,0
6,77,Yes,9,9
4,74,Yes,8,6
6,40,No,6,1
4,87,Yes,9,2
4,68,Yes,9,0
4,43,No,7,6
9,72,Yes,5,2
7,56,Yes,7,5
3,67,No,5,6
3,89,No,5,2
6,65,No,8,1
6,47,No,9,8
4,73,Yes,7,8
9,98,No,7,6
4,57,Yes,6,4
9,70,Yes,9,3
4,98,No,4,3
2,66,Yes,4,0
2,55,Yes,6,3
5,97,Yes,5,6
4,49,No,6,4
7,79,Yes,6,8
5,51,No,7,3
6,61,No,6,2
4,55,Yes,5,5
2,51,Yes,4,3
9,50,No,8,1
7,59,No,9,4
4,90,No,6,3
3,40,No,9,4
3,66,No,6,8
9,42,Yes,9,3
5,51,No,7,5
3,69,Yes,7,3
5,48,No,9,0
2,92,Yes,6,1
4,93,No,6,5
2,76,Yes,5,7
2,40,Yes,4,8
8,81,No,4,3
1,88,Yes,8,5
7,43,No,4,2
5,54,No,8,8
8,90,Yes,7,7
1,66,Yes,8,0
7,47,No,8,1
5,99,No,4,9
4,99,No,6,8
7,62,Yes,7,9
2,54,Yes,5,2
1,66,No,8,2
1,70,Yes,8,9
1,78,Yes,9,8
5,86,Yes,8,2
7,47,No,6,9
2,69,No,5,4
8,97,Yes,9,5
4,94,Yes,4,2
3,81,No,7,9
8,57,Yes,6,7
2,43,No,5,1
3,86,No,7,5
3,82,No,4,1
1,61,No,7,8
6,42,No,9,5
2,54,No,8,8
1,74,No,8,3
2,86,Yes,6,2
6,77,No,7,1
4,72,Yes,8,7
6,53,Yes,6,3
9,87,Yes,6,1
8,40,No,9,8
1,92,Yes,6,7
8,88,No,4,4
9,65,No,8,7
6,47,Yes,8,4
5,89,Yes,5,6
6,55,Yes,4,4
6,77,Yes,8,4
9,49,No,9,3
4,81,Yes,8,4
2,76,Yes,5,6
9,65,Yes,7,2
2,67,Yes,7,3
9,51,Yes,4,7
2,59,No,6,5
8,88,No,5,7
9,53,No,5,1
9,85,Yes,8,8
9,74,Yes,9,6
2,68,No,8,4
4,51,No,9,6
7,91,No,5,1
2,57,No,6,3
1,83,Yes,7,6
3,41,Yes,4,1
4,41,Yes,9,7
8,98,No,7,9
6,56,No,4,9
2,49,No,6,4
9,57,Yes,5,4
2,61,Yes,6,7
5,58,No,9,0
4,97,Yes,5,5
7,92,No,8,1
8,40,No,4,0
5,63,No,8,6
5,75,Yes,5,3
2,64,No,4,0
8,75,No,4,9
2,70,Yes,8,5
6,70,No,4,9
8,41,No,5,5
6,58,Yes,9,2
4,92,No,9,5
4,51,No,5,9
6,49,No,8,8
4,70,Yes,6,5
8,84,No,5,0
9,61,No,9,9
1,62,No,5,5
4,91,Yes,4,7
4,62,Yes,4,6
2,54,Yes,5,7
6,65,No,8,7
3,42,Yes,6,8
7,62,No,4,2
5,59,Yes,9,6
4,84,Yes,4,5
5,79,Yes,9,1
8,96,Yes,6,4
3,78,No,4,2
7,95,Yes,8,4
6,47,No,9,8
1,57,No,4,7
7,80,No,4,8
7,45,Yes,5,8
1,66,Yes,8,7
9,75,No,8,7
6,54,Yes,5,5
2,76,No,9,5
5,97,Yes,7,5
4,44,Yes,6,9
7,78,No,8,5
8,48,Yes,7,8
1,46,No,9,9
5,80,No,6,0
3,59,Yes,8,9
1,49,Yes,4,5
3,65,Yes,8,7
6,43,No,6,0
7,77,Yes,7,5
8,63,Yes,4,8
4,53,Yes,6,5
3,80,Yes,9,1
5,40,No,6,0
9,56,Yes,8,3
6,84,No,9,5
9,63,Yes,5,9
6,66,Yes,5,9
2,46,Yes,4,8
5,48,No,6,4
9,82,No,7,6
8,74,Yes,4,5
7,97,No,9,5
1,51,No,4,8
4,60,Yes,8,4
7,42,Yes,9,1
7,54,Yes,7,7
6,60,Yes,6,2
8,49,Yes,9,8
6,72,Yes,6,4
3,85,No,6,0
4,98,Yes,4,3
3,91,Yes,8,8
1,45,Yes,4,0
5,41,Yes,5,7
1,68,No,5,7
1,94,No,6,8
2,79,No,8,8
4,72,Yes,9,5
6,43,Yes,6,4
8,98,No,9,6
3,43,No,6,8
1,68,Yes,4,4
3,76,Yes,6,2
3,99,Yes,6,8
5,99,Yes,8,9
4,59,Yes,8,0
4,80,No,9,0
9,62,Yes,8,9
7,84,No,6,3
4,57,Yes,8,1
3,88,No,8,6
6,64,No,7,1
3,40,No,7,6
6,93,Yes,5,7
9,54,Yes,4,7
6,73,Yes,4,2
4,87,No,8,8
5,59,No,5,9
6,93,Yes,5,9
3,76,No,9,9
8,66,No,7,5
4,61,No,5,3
8,90,No,6,7
3,44,Yes,9,3
7,73,No,8,3
9,78,Yes,6,7
4,42,No,4,3
8,56,No,7,0
3,63,Yes,6,5
7,63,No,8,7
3,42,Yes,6,2
7,84,Yes,6,1
6,46,Yes,5,5
2,64,Yes,7,0
3,95,Yes,4,4
6,42,Yes,8,5
4,54,Yes,9,7
6,68,No,9,6
1,89,Yes,8,5
1,68,No,4,1
3,49,No,8,7
8,71,No,5,7
8,62,Yes,9,4
4,78,Yes,9,2
6,48,No,6,7
8,76,Yes,5,4
7,91,No,9,2
7,79,No,5,8
4,53,No,5,8
9,43,Yes,4,6
6,59,No,9,7
3,67,Yes,7,4
5,53,No,4,4
5,83,Yes,4,4
5,73,No,5,1
8,52,Yes,7,2
9,70,No,4,7
9,72,Yes,7,5
6,91,Yes,9,8
6,78,Yes,5,6
9,67,No,4,5
4,64,No,7,3
6,71,No,8,6
4,48,Yes,4,3
1,67,Yes,4,6
7,97,No,4,4
6,70,No,7,1
9,56,Yes,6,6
7,92,No,9,7
7,62,Yes,4,9
2,52,Yes,8,1
9,94,Yes,8,5
9,49,No,5,3
6,55,Yes,6,4
3,45,No,6,0
1,87,Yes,7,5
4,50,No,5,7
3,97,No,7,1
1,91,Yes,5,0
3,42,Yes,9,8
4,67,Yes,6,1
8,80,Yes,9,7
9,54,No,7,4
3,99,No,5,1
6,52,No,6,4
5,81,No,6,8
6,91,No,4,5
4,95,Yes,7,2
6,84,Yes,4,7
7,56,No,6,0
9,46,Yes,7,8
7,67,Yes,7,8
6,77,Yes,9,3
1,52,Yes,8,7
2,99,Yes,5,2
1,56,Yes,8,5
9,54,No,8,9
9,75,Yes,6,9
7,67,Yes,9,7
2,54,No,5,8
6,85,No,8,7
4,92,No,8,8
1,50,Yes,7,3
1,95,No,6,9
5,70,Yes,8,0
2,43,No,5,6
4,74,Yes,4,9
1,73,Yes,4,3
4,91,No,6,0
6,66,Yes,4,2
4,49,Yes,7,6
1,69,Yes,7,2
7,84,Yes,5,0
2,59,No,9,6
9,68,No,6,7
3,97,No,6,4
8,92,Yes,4,5
8,68,No,8,2
3,62,No,8,4
4,96,Yes,9,2
2,89,No,8,1
4,60,No,9,6
9,87,No,5,9
2,82,Yes,6,6
3,49,No,4,7
4,80,No,5,0
5,51,No,7,1
1,69,Yes,7,1
7,90,Yes,7,2
7,72,No,9,6
9,57,No,9,6
4,53,No,6,6
6,61,Yes,7,0
2,60,Yes,9,1
4,40,No,9,7
2,88,No,8,8
5,82,Yes,9,9
7,91,Yes,7,6
1,99,No,5,0
7,54,Yes,7,3
6,75,No,8,9
6,86,No,7,7
8,93,Yes,4,4
8,61,No,8,0
6,71,No,6,6
3,97,No,7,5
5,85,No,9,8
2,93,No,5,3
5,72,No,7,3
9,97,No,5,7
1,80,Yes,4,3
5,98,Yes,6,2
6,78,No,9,6
7,62,Yes,8,4
9,82,No,8,8
6,94,No,6,4
5,41,Yes,4,8
7,41,No,4,5
1,77,No,7,5
5,94,Yes,4,5
2,90,Yes,7,6
4,68,Yes,5,3
7,91,Yes,6,3
5,85,Yes,5,8
6,99,Yes,5,6
2,42,No,5,9
3,78,Yes,5,5
7,46,Yes,8,0
2,75,No,4,6
6,68,No,6,5
5,94,Yes,6,3
1,76,No,9,7
4,88,No,5,6
2,97,No,6,7
4,75,No,7,8
1,62,No,6,0
2,84,No,5,2
8,55,No,6,1
6,87,Yes,4,2
2,70,No,5,1
6,73,Yes,8,5
9,89,No,4,8
7,40,No,6,1
9,57,Yes,8,3
5,97,No,9,4
7,79,No,4,4
7,82,Yes,9,0
3,95,No,7,5
7,95,No,4,4
1,54,Yes,8,5
9,87,Yes,9,3
6,88,No,7,5
5,56,Yes,9,8
7,83,No,6,0
5,49,No,5,5
5,59,Yes,9,0
7,45,Yes,6,6
7,47,Yes,5,3
3,84,Yes,5,5
3,73,No,8,6
3,71,Yes,7,4
6,90,Yes,7,8
6,93,No,4,7
3,81,No,6,2
3,43,No,8,0
8,83,No,9,9
8,89,No,6,7
7,78,No,9,3
4,59,No,9,6
4,63,No,9,3
3,63,No,4,6
5,94,Yes,4,0
3,65,Yes,8,0
8,64,No,4,1
7,75,Yes,8,4
3,46,No,4,9
9,49,No,7,5
5,97,No,8,1
9,86,No,7,0
7,51,Yes,7,8
7,40,Yes,8,6
6,91,No,6,7
2,89,Yes,5,5
9,64,Yes,4,8
6,55,No,9,7
8,44,No,4,3
1,58,Yes,9,4
5,43,Yes,6,1
1,45,No,5,0
8,65,No,6,5
8,88,Yes,5,2
1,78,No,8,3
9,95,No,8,0
2,94,No,9,5
9,78,Yes,7,7
1,48,Yes,7,9
9,84,No,9,3
4,91,Yes,8,9
9,53,No,9,7
7,87,Yes,7,9
6,94,Yes,9,2
5,48,Yes,8,6
9,54,No,6,2
2,76,No,4,5
2,89,No,8,3
9,92,Yes,9,5
3,59,No,8,6
8,47,No,8,7
9,71,No,7,5
8,86,No,9,3
4,60,Yes,7,8
1,96,No,9,6
4,80,No,7,8
9,58,Yes,7,2
2,68,No,6,4
3,97,Yes,8,0
8,70,Yes,6,7
6,93,Yes,7,0
8,45,No,6,0
7,43,Yes,8,6
5,82,Yes,8,7
9,68,Yes,7,2
4,81,No,8,1
6,42,Yes,6,6
2,40,Yes,5,9
2,83,Yes,8,4
2,94,No,6,0
7,54,Yes,6,1
2,86,Yes,6,2
2,60,No,8,5
9,85,No,5,0
7,97,No,7,7
3,70,Yes,7,1
3,46,Yes,8,4
7,56,Yes,8,7
5,95,Yes,4,4
6,58,No,9,7
8,78,Yes,5,5
9,99,No,6,6
1,42,Yes,9,7
3,69,Yes,6,2
7,74,Yes,9,4
6,97,No,7,9
7,96,No,9,6
8,68,No,8,8
6,89,No,5,5
3,91,Yes,7,9
2,93,Yes,9,0
7,53,Yes,5,7
1,74,Yes,8,5
3,67,Yes,6,0
4,97,No,4,3
1,69,No,5,5
5,65,Yes,6,9
3,46,Yes,5,0
2,78,Yes,5,9
3,70,Yes,5,4
8,44,No,8,2
6,74,Yes,7,6
7,89,Yes,5,7
6,86,Yes,8,2
6,91,Yes,4,9
3,53,No,7,2
8,75,Yes,8,2
7,66,No,4,5
7,63,No,7,5
6,79,Yes,8,2
5,68,Yes,4,5
8,92,Yes,8,8
5,84,Yes,4,7
9,61,Yes,5,6
9,47,No,5,6
1,54,No,7,7
6,88,No,4,6
7,44,No,5,2
3,91,No,7,7
7,43,Yes,6,7
7,50,Yes,5,0
2,57,No,5,9
7,81,Yes,9,4
1,88,Yes,8,4
5,69,No,6,0
9,54,No,4,5
7,45,No,7,5
7,94,Yes,6,3
2,92,No,4,5
8,55,No,5,5
3,86,Yes,9,0
8,79,Yes,7,4
3,48,No,7,1
7,82,Yes,6,6
2,98,No,8,8
4,73,Yes,4,8
6,66,No,9,8
9,52,Yes,9,6
5,75,Yes,6,6
9,66,Yes,8,0
5,48,No,8,5
8,44,No,8,4
1,90,No,7,7
7,61,Yes,4,7
4,70,Yes,4,3
5,42,Yes,6,0
6,69,No,5,5
5,60,Yes,6,9
1,74,No,4,0
9,45,No,7,4
2,67,No,6,4
9,71,No,5,2
2,81,No,9,4
9,76,Yes,6,5
6,64,Yes,8,4
9,71,Yes,5,0
6,74,Yes,8,6
6,61,Yes,7,2
2,63,Yes,4,6
8,78,No,6,4
3,93,Yes,6,2
7,69,No,8,5
5,89,No,8,0
3,71,No,4,5
1,70,No,6,3
8,62,No,4,3
3,79,Yes,8,4
2,72,Yes,9,8
1,64,Yes,8,0
4,75,No,5,2
